kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging;prijs_per_cilinder
00GNL2;Personenauto;BMW;5ER REIHE;20230605;20170526;stationwagen;ZWART;Niet geregistreerd;6;1675;1775;20080729;20080729;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.10;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-05T00:00:00.000;2017-05-26T00:00:00.000;2008-07-29T00:00:00.000;2008-07-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2300;0;4360;20031;5;2993;2300;750;2000;76364.0;560L;e1*2001/116*0230*12;PX71;AB;0;D;;;;;;;12727.333333333334
00GPK2;Personenauto;BMW;1ER REIHE;20221211;20220709;hatchback;BLAUW;Niet geregistreerd;4;1230;1330;20080808;20080808;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-12-11T00:00:00.000;2022-07-09T00:00:00.000;2008-08-08T00:00:00.000;2008-08-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1755;0;3030;6930;4;1599;1755;650;1200;32451.0;187;e1*2001/116*0287*13;UB71;AI;0;B;;;;;;;8112.75
00GPR4;Personenauto;BMW;3ER REIHE;20230401;20200506;stationwagen;BLAUW;Niet geregistreerd;4;1405;1505;20080812;20080812;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-01T00:00:00.000;2020-05-06T00:00:00.000;2008-08-12T00:00:00.000;2008-08-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3295;8375;5;1995;1970;695;1250;39933.0;390L;e1*2001/116*0308*08;VR31;AA;0;A;;;;;;;9983.25
00GPS9;Personenauto;BMW;3ER REIHE;20221012;20210920;stationwagen;BLAUW;Niet geregistreerd;4;1435;1535;20080811;20080811;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Ja;Nee;2021;Logisch;00;Ja;2022-10-12T00:00:00.000;2021-09-20T00:00:00.000;2008-08-11T00:00:00.000;2008-08-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2000;0;3475;10026;5;1995;2000;695;1400;44258.0;390L;e1*2001/116*0308*08;VR31;AB;0;B;;;;;;;11064.5
00GRD2;Personenauto;BMW;3ER REIHE;20230720;20200723;cabriolet;ZWART;Niet geregistreerd;6;1660;1760;20080821;20080821;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-20T00:00:00.000;2020-07-23T00:00:00.000;2008-08-21T00:00:00.000;2008-08-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;2115;0;3790;18427;4;2996;2115;750;1600;73200.0;392C;e1*2001/116*0346*07;WN31;AB;0;D;;;;;;;12200.0
00GRR6;Personenauto;BMW;3ER REIHE;20230918;20200908;stationwagen;ZWART;Niet geregistreerd;4;1405;1505;20080821;20080821;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-18T00:00:00.000;2020-09-08T00:00:00.000;2008-08-21T00:00:00.000;2008-08-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3445;8210;5;1995;1970;695;1400;39303.0;390L;e1*2001/116*0308*08;VR91;AA;0;A;;;;;;;9825.75
00GRZ6;Personenauto;BMW;3ER REIHE;20230917;20220425;stationwagen;BLAUW;Niet geregistreerd;4;1435;1535;20080901;20080901;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-17T00:00:00.000;2022-04-25T00:00:00.000;2008-09-01T00:00:00.000;2008-09-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2000;0;3475;8953;5;1995;2000;695;1400;40166.0;390L;e1*2001/116*0308*08;VR31;AB;0;B;;;;;;;10041.5
00GSV9;Personenauto;BMW;3ER REIHE;20230627;20180629;stationwagen;GRIJS;Niet geregistreerd;4;1405;1505;20080902;20080902;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-27T00:00:00.000;2018-06-29T00:00:00.000;2008-09-02T00:00:00.000;2008-09-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3295;7603;5;1995;1970;695;1250;36988.0;390L;e1*2001/116*0308*08;VR31;AA;0;A;;;;;;;9247.0
00GTT9;Personenauto;BMW;1ER REIHE;20221008;20211009;hatchback;ZWART;Niet geregistreerd;4;1230;1330;20080911;20080911;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-10-08T00:00:00.000;2021-10-09T00:00:00.000;2008-09-11T00:00:00.000;2008-09-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1755;0;3030;6201;4;1599;1755;650;1200;29672.0;187;e1*2001/116*0287*13;UB71;AI;0;B;;;;;;;7418.0
00GVF2;Personenauto;BMW;1ER REIHE;20230705;20220705;stationwagen;ZWART;Niet geregistreerd;4;1220;1320;20080913;20080913;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-05T00:00:00.000;2022-07-05T00:00:00.000;2008-09-13T00:00:00.000;2008-09-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1745;0;3020;7332;5;1596;1745;635;1200;30891.0;187;e1*2001/116*0287*10;UE11;01;0;D;;;;;;;7722.75
00GVN3;Personenauto;BMW;1ER REIHE;20221009;20200503;stationwagen;BRUIN;Niet geregistreerd;4;1250;1350;20081004;20081004;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-10-09T00:00:00.000;2020-05-03T00:00:00.000;2008-10-04T00:00:00.000;2008-10-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;6518;5;1995;1775;670;1200;30880.0;187;e1*2001/116*0287*15;UE51;AJ;0;B;;;;;;;7720.0
00GXK4;Personenauto;BMW;5ER REIHE;20230309;20150214;stationwagen;ZWART;Niet geregistreerd;6;1565;1665;20080926;20080926;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-09T00:00:00.000;2015-02-14T00:00:00.000;2008-09-26T00:00:00.000;2008-09-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2190;0;3850;14484;5;2497;2190;750;1600;61256.0;560L;e1*2001/116*0230*12;PU31;AA;0;B;;;;;;;10209.333333333334
00HBB4;Personenauto;BMW;5ER REIHE;20221012;20140411;stationwagen;ZWART;Niet geregistreerd;6;1605;1705;20081007;20081007;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-10-12T00:00:00.000;2014-04-11T00:00:00.000;2008-10-07T00:00:00.000;2008-10-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2230;0;4290;16957;5;2996;2230;750;2000;70689.0;560L;e1*2001/116*0230*14;PU71;AB;0;B;;;;;;;11781.5
00HBX7;Personenauto;BMW;3ER REIHE;20231016;20111103;sedan;GRIJS;Niet geregistreerd;4;1335;1435;20081016;20081016;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-10-16T00:00:00.000;2011-11-03T00:00:00.000;2008-10-16T00:00:00.000;2008-10-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1880;0;3205;9074;5;1995;1880;695;1250;42597.0;390L;e1*2001/116*0308*10;PF51;AA;0;A;;;;;;;10649.25
00HDS8;Personenauto;BMW;X REIHE;20221116;20081103;stationwagen;BLAUW;Niet geregistreerd;6;1730;1830;20081103;20081103;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte by schroefveerkoker;;0.09;280;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-11-16T00:00:00.000;2008-11-03T00:00:00.000;2008-11-03T00:00:00.000;2008-11-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;457;0;2300;0;4150;19293;5;2497;2300;720;1800;75375.0;X83;e1*2001/116*0249*11;PC71;AL;0;E;;;;;;;12562.5
00HDZ8;Personenauto;BMW;3ER REIHE;20221219;20181117;stationwagen;GRIJS;Niet geregistreerd;4;1480;1580;20081114;20081114;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-12-19T00:00:00.000;2018-11-17T00:00:00.000;2008-11-14T00:00:00.000;2008-11-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2045;0;3720;14015;5;1995;2045;745;1600;57082.0;390L;e1*2001/116*0308*10;UX31;5A;0;B;;;;;;;14270.5
00HFG9;Personenauto;BMW;1ER REIHE;20221030;20180905;stationwagen;ZWART;Niet geregistreerd;4;1240;1340;20081030;20081030;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-10-30T00:00:00.000;2018-09-05T00:00:00.000;2008-10-30T00:00:00.000;2008-10-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5975;5;1599;1765;650;1200;28811.0;187;e1*2001/116*0287*12;UE31;AA;0;B;;;;;;;7202.75
00HFK5;Personenauto;BMW;1ER REIHE;20230221;20220620;stationwagen;ZWART;Niet geregistreerd;4;1240;1340;20081031;20081031;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-21T00:00:00.000;2022-06-20T00:00:00.000;2008-10-31T00:00:00.000;2008-10-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5966;5;1599;1765;650;1200;28778.0;187;e1*2001/116*0287*15;UE31;AJ;0;B;;;;;;;7194.5
00HGJ4;Personenauto;BMW;5ER REIHE;20230407;20220610;sedan;GRIJS;Niet geregistreerd;4;1465;1565;20081110;20081110;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-07T00:00:00.000;2022-06-10T00:00:00.000;2008-11-10T00:00:00.000;2008-11-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2030;0;3890;12432;5;1995;2030;750;1800;55404.0;560L;e1*2001/116*0230*14;NT31;AB;0;A;;;;;;;13851.0
00HGT9;Personenauto;BMW;3ER REIHE;20230113;20200330;stationwagen;ZWART;Niet geregistreerd;4;1405;1505;20081114;20081114;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Ja;Nee;2022;Logisch;00;Ja;2023-01-13T00:00:00.000;2020-03-30T00:00:00.000;2008-11-14T00:00:00.000;2008-11-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3445;9056;5;1995;1970;695;1400;42529.0;390L;e1*2001/116*0308*10;US91;AA;0;A;;;;;;;10632.25
00HGZ7;Personenauto;BMW;3ER REIHE;20221128;20210902;stationwagen;GRIJS;Niet geregistreerd;4;1405;1505;20081128;20081128;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Ja;Nee;2021;Logisch;00;Ja;2022-11-28T00:00:00.000;2021-09-02T00:00:00.000;2008-11-28T00:00:00.000;2008-11-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3445;10217;5;1995;1970;695;1400;46957.0;390L;e1*2001/116*0308*10;US91;AA;0;A;;;;;;;11739.25
00HHZ9;Personenauto;BMW;3ER REIHE;20231003;20210915;sedan;ZWART;Niet geregistreerd;4;1345;1445;20081203;20081203;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;276;Nee;Ja;Nee;2022;Logisch;00;Ja;2023-10-03T00:00:00.000;2021-09-15T00:00:00.000;2008-12-03T00:00:00.000;2008-12-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1890;0;3365;8771;5;1995;1890;695;1400;41441.0;390L;e1*2001/116*0308*10;PG31;AA;0;A;;;;;;;10360.25
00HJZ4;Personenauto;BMW;3ER REIHE;20231010;20130709;stationwagen;GRIJS;Niet geregistreerd;4;1480;1580;20090106;20090106;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-10-10T00:00:00.000;2013-07-09T00:00:00.000;2009-01-06T00:00:00.000;2009-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2045;0;3720;10109;5;1995;2045;745;1600;44157.0;390L;e1*2001/116*0308*10;UX11;5C;0;A;;;;;;;11039.25
00HJZ5;Personenauto;BMW;1ER REIHE;20230611;20160315;stationwagen;BLAUW;Niet geregistreerd;4;1230;1330;20090102;20090102;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-11T00:00:00.000;2016-03-15T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1755;0;3030;5643;5;1599;1755;650;1200;27544.0;187;e1*2001/116*0287*15;UB71;AJ;0;B;;;;;;;6886.0
00HKD6;Personenauto;BMW;1ER REIHE;20230830;20190830;stationwagen;ZWART;Niet geregistreerd;4;1240;1340;20090102;20090102;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-30T00:00:00.000;2019-08-30T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;6473;5;1995;1765;670;1200;30709.0;187;e1*2001/116*0287*15;UB91;AJ;0;B;;;;;;;7677.25
00HKD7;Personenauto;BMW;3ER REIHE;20230504;20220709;sedan;BLAUW;Niet geregistreerd;6;1435;1535;20090106;20090106;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.10;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-04T00:00:00.000;2022-07-09T00:00:00.000;2009-01-06T00:00:00.000;2009-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1980;0;3655;15230;5;2996;1980;745;1600;64103.0;390L;e1*2001/116*0308*10;PH31;AB;0;B;;;;;;;10683.833333333334
00HKD8;Personenauto;BMW;1ER REIHE;20230123;20200305;stationwagen;ZWART;Niet geregistreerd;4;1250;1350;20090102;20090102;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-23T00:00:00.000;2020-03-05T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;7766;5;1995;1775;670;1200;35640.0;187;e1*2001/116*0287*15;UE51;AJ;0;B;;;;;;;8910.0
00HKF1;Personenauto;BMW;3ER REIHE;20230102;20200314;stationwagen;GROEN;Niet geregistreerd;4;1405;1505;20090102;20090102;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-02T00:00:00.000;2020-03-14T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3295;8995;5;1995;1970;695;1250;42295.0;390L;e1*2001/116*0308*10;US31;AA;0;A;;;;;;;10573.75
00HKJ3;Personenauto;BMW;1ER REIHE;20230206;20200207;stationwagen;ZWART;Niet geregistreerd;4;1240;1340;20090119;20090119;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2022;Geen oordeel;07;Ja;2023-02-06T00:00:00.000;2020-02-07T00:00:00.000;2009-01-19T00:00:00.000;2009-01-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5680;5;1599;1765;650;1200;27685.0;187;e1*2001/116*0287*15;UE31;AJ;0;B;;;;;;;6921.25
00HKR1;Personenauto;BMW;3ER REIHE;20230826;20201107;sedan;GRIJS;Niet geregistreerd;4;1325;1425;20090112;20090112;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-26T00:00:00.000;2020-11-07T00:00:00.000;2009-01-12T00:00:00.000;2009-01-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1870;0;3045;7255;5;1599;1870;695;1100;35660.0;390L;e1*2001/116*0308*10;PF31;AA;0;A;;;;;;;8915.0
00HKV8;Personenauto;BMW;3ER REIHE;20221022;20220702;stationwagen;ZWART;Niet geregistreerd;4;1395;1495;20090106;20090106;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-10-22T00:00:00.000;2022-07-02T00:00:00.000;2009-01-06T00:00:00.000;2009-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1960;0;3135;7792;5;1599;1960;695;1100;37708.0;390L;e1*2001/116*0308*10;US11;AA;0;A;;;;;;;9427.0
